,Fuel Type Code,Station Name_x,Street Address,City,State,ZIP,Status Code,Access Days Time,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network_x,Geocode Status,Latitude,Longitude,ID,EV Connector Types,Country,Access Code,Access Detail Code,Federal Agency Code,Facility Type,EV Pricing,REDC,County,Station Name_y,Level 2 Ports,Level 2 Locations,DCFC Ports,DCFC Locations,EV Network_y
883,ELEC,U.S.B.STATION#1 ULSTER SAVINGS,180 Schwenk Dr,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.93765,-74.025314,145543,J1772,US,public,,,,,Mid-Hudson,Ulster County,U.S.B.STATION#1 ULSTER SAVINGS,2,1,,,ChargePoint Network
917,ELEC,ULSTER COUNTY POOL,214 Libertyville Rd,New Paltz,NY,12561,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.723953,-74.1176,147504,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY POOL,2,1,,,ChargePoint Network
919,ELEC,ULSTER COUNTY COURTHOUSE 2,28-40 Crown St,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.932871,-74.020585,147634,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY COURTHOUSE 2,2,1,,,ChargePoint Network
927,ELEC,Lake Mohonk,1000 Mountain Rest Road,New Paltz,NY,12561,E,MO: 12:00am-12:00am; TU: 12:00am-12:00am; WE: 12:00am-12:00am; TH: 12:00am-12:00am; FR: 12:00am-12:00am; SA: 12:00am-12:00am; SU: 12:00am-12:00am,,4,,,SemaCharge Network,GPS,41.7682793,-74.1560166,148083,J1772,US,public,,,,FREE,Mid-Hudson,Ulster County,Lake Mohonk,4,1,,,SemaCharge Network
934,ELEC,ICE RINK LIBRARY,9 Division St,Saugerties,NY,12477,E,24 hours daily,,2,,,ChargePoint Network,GPS,42.07773,-73.94865,149087,J1772,US,public,,,,,Mid-Hudson,Ulster County,ICE RINK LIBRARY,2,1,,,ChargePoint Network
1080,ELEC,TG EV STATIONS RIGHT STATION,35 State Route 299,Gardiner,NY,12525,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.74456,-74.11796,154055,J1772,US,public,,,,,Mid-Hudson,Ulster County,TG EV STATIONS RIGHT STATION,2,1,,,ChargePoint Network
1111,ELEC,Holiday Inn Express & Suites Saugerties - Hudson Valley,9 Old Rte 32,Saugerties,NY,12477,E,24 hours daily,,4,,,EV Connect,GPS,42.087996,-73.975551,154659,J1772,US,public,,,HOTEL,,Mid-Hudson,Ulster County,Holiday Inn Express & Suites Saugerties - Hudson Valley,4,1,,,EV Connect
1162,ELEC,TOWN OF HURLEY MAIN LOT,2 Wamsley Pl,Hurley,NY,12443,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.926193,-74.06719,155285,J1772,US,public,,,,,Mid-Hudson,Ulster County,TOWN OF HURLEY MAIN LOT,2,1,,,ChargePoint Network
1220,ELEC,ULSTER COUNTY PROBATION DEPT,733 Broadway,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.931091,-74.010589,162129,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY PROBATION DEPT,2,1,,,ChargePoint Network
1221,ELEC,ULSTER COUNTY TRUDY RESNICK,50 Center St,Ellenville,NY,12428,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.717754,-74.396401,162130,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY TRUDY RESNICK,2,1,,,ChargePoint Network
1236,ELEC,ICE RINK TENNIS COURTS,311 Washington Ave Ext,Saugerties,NY,12477,E,24 hours daily,,2,,,ChargePoint Network,GPS,42.086179,-73.951671,162146,J1772,US,public,,,,,Mid-Hudson,Ulster County,ICE RINK TENNIS COURTS,2,1,,,ChargePoint Network
1258,ELEC,ULSTER COUNTY HEALTH DEPT 3,239 Golden Hill Dr,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.917121,-74.019023,162170,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY HEALTH DEPT 3,2,1,,,ChargePoint Network
1259,ELEC,ULSTER COUNTY COURTHOUSE 1,285 Wall Street,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.932845,-74.020676,162171,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY COURTHOUSE 1,2,1,,,ChargePoint Network
1260,ELEC,ULSTER COUNTY OFFICE BUILDING,244 Fair Street,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.932984,-74.017134,162172,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY OFFICE BUILDING,2,1,,,ChargePoint Network
1277,ELEC,SUNY NEW PALTZ SUNY NEW PALTZ,98 S Manheim Blvd,New Paltz,NY,12561,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.738917,-74.080123,162190,J1772,US,public,,,,,Mid-Hudson,Ulster County,SUNY NEW PALTZ SUNY NEW PALTZ,2,1,,,ChargePoint Network
1278,ELEC,SUNY NEW PALTZ ELTING GYM 1,1 Sojourner Way,New Paltz,NY,12561,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.742648,-74.084088,162191,J1772,US,public,,,,,Mid-Hudson,Ulster County,SUNY NEW PALTZ ELTING GYM 1,2,1,,,ChargePoint Network
1329,ELEC,HIGHBRIDGE HIGHBRIDGE 1,128 Vineyard Ave,Highland,NY,12528,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.716319,-73.967742,162243,J1772,US,public,,,,,Mid-Hudson,Ulster County,HIGHBRIDGE HIGHBRIDGE 1,2,1,,,ChargePoint Network
1338,ELEC,PUBLIC RESTROOM WOODSTOCK COMME,10 Rock City Rd Chamber of Commerce,Woodstock,NY,12498,E,24 hours daily,,2,,,ChargePoint Network,GPS,42.041481,-74.117992,162252,J1772,US,public,,,,,Mid-Hudson,Ulster County,PUBLIC RESTROOM WOODSTOCK COMME,2,1,,,ChargePoint Network
1339,ELEC,PUBLIC RESTROOM WOODSTOCK COMMU,56 Rock City Rd Woodstock Community Ctr.,Woodstock,NY,12498,E,24 hours daily,,2,,,ChargePoint Network,GPS,42.044798,-74.118166,162253,J1772,US,public,,,,,Mid-Hudson,Ulster County,PUBLIC RESTROOM WOODSTOCK COMMU,2,1,,,ChargePoint Network
1345,ELEC,KINGSTON CORNELL ST. LOT,Saccoman Ln,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.929587,-74.002941,162259,J1772,US,public,,,,,Mid-Hudson,Ulster County,KINGSTON CORNELL ST. LOT,2,1,,,ChargePoint Network
1347,ELEC,KINGSTON VISITORS CENTER,2 Broadway,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.918516,-73.982758,162261,J1772,US,public,,,,,Mid-Hudson,Ulster County,KINGSTON VISITORS CENTER,2,1,,,ChargePoint Network
1348,ELEC,KINGSTON TR GALLO PARK,95 Dock St TR Gallo Waterfront Park,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.917631,-73.983671,162262,J1772,US,public,,,,,Mid-Hudson,Ulster County,KINGSTON TR GALLO PARK,2,1,,,ChargePoint Network
1419,ELEC,ICE RINK ICE RINK,6 Small World Ave,Saugerties,NY,12477,E,24 hours daily,,2,,,ChargePoint Network,GPS,42.090708,-73.951019,162337,J1772,US,public,,,,,Mid-Hudson,Ulster County,ICE RINK ICE RINK,2,1,,,ChargePoint Network
1432,ELEC,ULSTER COUNTY DSS 1,1 Development Court,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.948038,-73.996345,162351,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY DSS 1,2,1,,,ChargePoint Network
1433,ELEC,ULSTER COUNTY CARR BUILDING,5 Pearl St,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.932591,-74.016136,162352,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY CARR BUILDING,2,1,,,ChargePoint Network
1452,ELEC,COMMCTR NEW PALTZ TOWN,Veterans Dr,New Paltz,NY,12561,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.756382,-74.081041,162372,J1772,US,public,,,,,Mid-Hudson,Ulster County,COMMCTR NEW PALTZ TOWN,2,1,,,ChargePoint Network
1456,ELEC,ROSENDALE WILLOW KILN,382 Main St,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.844954,-74.081459,162376,J1772,US,public,,,,,Mid-Hudson,Ulster County,ROSENDALE WILLOW KILN,2,1,,,ChargePoint Network
1465,ELEC,WARWARSING LIPPMAN CHARGER,Landfill Road,Kerhonkson,NY,12446,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.762012,-74.354353,162385,J1772,US,public,,,,,Mid-Hudson,Ulster County,WARWARSING LIPPMAN CHARGER,2,1,,,ChargePoint Network
1534,ELEC,ULSTER COUNTY HUTTON BUILDING,238 Golden Hill Ln,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.916897,-74.019577,162464,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY HUTTON BUILDING,2,1,,,ChargePoint Network
1535,ELEC,ULSTER COUNTY PUBLIC WORKS,317 Shamrock Lane,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.935971,-74.028244,162465,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY PUBLIC WORKS,2,1,,,ChargePoint Network
1536,ELEC,ULSTER COUNTY UCLEC 1,380 Boulevard,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.913018,-74.014656,162466,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY UCLEC 1,2,1,,,ChargePoint Network
1540,ELEC,ULSTER COUNTY SUNY EXTENSION,124 Marys Ave,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.92361,-73.998496,162470,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY SUNY EXTENSION,2,1,,,ChargePoint Network
1696,ELEC,ICE RINK TOWN HALL,4 High St,Saugerties,NY,12477,E,24 hours daily,,2,,,ChargePoint Network,GPS,42.081234,-73.958496,166689,J1772,US,public,,,,,Mid-Hudson,Ulster County,ICE RINK TOWN HALL,2,1,,,ChargePoint Network
1704,ELEC,NYSE Thruway - Exit 18 - New Paltz,NY State Thruway,New Paltz,NY,12561,E,24 hours daily,,2,,,EV Connect,GPS,41.740228,-74.06219,167127,J1772,US,public,,,REST_STOP,,Mid-Hudson,Ulster County,NYSE Thruway - Exit 18 - New Paltz,2,1,,,EV Connect
1706,ELEC,Stone Ridge Public Library,3700 Main St,Stone Ridge,NY,12484,E,24 hours daily,,2,,,Non-Networked,GPS,41.84944,-74.14296,167130,J1772,US,public,,,LIBRARY,,Mid-Hudson,Ulster County,Stone Ridge Public Library,2,1,,,Non-Networked
1707,ELEC,Stone Ridge Physical Therapy,3555 Main St,Stone Ridge,NY,12484,E,24 hours daily,,3,,,Non-Networked,GPS,41.852508,-74.138776,167131,TESLA,US,public,,,OFFICE_BLDG,,Mid-Hudson,Ulster County,Stone Ridge Physical Therapy,3,1,,,Non-Networked
1712,ELEC,KINGSTON BUILDING SAFETY,5 Garraghan Dr,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.92149,-73.984795,167467,J1772,US,public,,,,,Mid-Hudson,Ulster County,KINGSTON BUILDING SAFETY,2,1,,,ChargePoint Network
1715,ELEC,NYSE Thruway - NYPA,20 Codys Ct,Saugerties,NY,12477,E,24 hours daily,,,2,,EV Connect,200-9,42.110368,-73.958599,167630,CHADEMO J1772COMBO,US,public,,,STANDALONE_STATION,,Mid-Hudson,Ulster County,NYSE Thruway - NYPA,,,2,1,EV Connect
1716,ELEC,NYSE Thruway - NYPA,Plattekill Travel Plaza,Plattekill,NY,12568,E,24 hours daily,,,2,,EV Connect,GPS,41.577842,-74.085424,167631,CHADEMO J1772COMBO,US,public,,,REST_STOP,,Mid-Hudson,Ulster County,NYSE Thruway - NYPA,,,2,1,EV Connect
1717,ELEC,NYSE Thruway - NYPA,Milepost 96 S,Ruby,NY,12475,E,24 hours daily,,,2,,EV Connect,GPS,42.013813,-74.000036,167632,CHADEMO J1772COMBO,US,public,,,REST_STOP,,Mid-Hudson,Ulster County,NYSE Thruway - NYPA,,,2,1,EV Connect
1718,ELEC,NYSE Thruway - NYPA,Milepost 66 S,Modena,NY,12548,E,24 hours daily,,,2,,EV Connect,GPS,41.59215,-74.088523,167633,CHADEMO J1772COMBO,US,public,,,REST_STOP,,Mid-Hudson,Ulster County,NYSE Thruway - NYPA,,,2,1,EV Connect
1751,ELEC,3555 Main Street - Tesla Destination,3555 Main Street,Stone Ridge,NY,12484,E,24 hours daily; for customer use only; see front desk for access,,3,,,Tesla Destination,200-9,41.852541,-74.139181,168549,TESLA,US,public,,,,Free,Mid-Hudson,Ulster County,3555 Main Street - Tesla Destination,3,1,,,Tesla Destination
1760,ELEC,Emerson Resort and Spa - Tesla Destination,5340 Route 28,Mount Tremper,NY,12457,E,24 hours daily; for customer use only; see front desk for access,,8,,,Tesla Destination,200-9,42.05014,-74.287611,168755,TESLA,US,public,,,,Free,Mid-Hudson,Ulster County,Emerson Resort and Spa - Tesla Destination,8,1,,,Tesla Destination
1794,ELEC,RUPCO,20 Cedar St,Kingston,NY,12401,E,24 hours daily,,4,,,AMPUP,200-9,41.928591,-74.004355,169706,J1772,US,public,,,OFFICE_BLDG,,Mid-Hudson,Ulster County,RUPCO,4,1,,,AMPUP
1860,ELEC,MINNEWASKA EV 2,5281 US-44,Kerhonkson,NY,12446,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.730062,-74.234947,171409,J1772,US,public,,,,,Mid-Hudson,Ulster County,MINNEWASKA EV 2,2,1,,,ChargePoint Network
1910,ELEC,SUNY NEW PALTZ ROUTE 32 (2),Campus Transportation Hub,New Paltz,NY,12561,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.739405,-74.079828,174042,J1772,US,public,,,,,Mid-Hudson,Ulster County,SUNY NEW PALTZ ROUTE 32 (2),2,1,,,ChargePoint Network
1914,ELEC,SUNY NEW PALTZ STATION 3,Service building,New Paltz,NY,12561,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.736788,-74.084313,174098,J1772,US,public,,,,,Mid-Hudson,Ulster County,SUNY NEW PALTZ STATION 3,2,1,,,ChargePoint Network
1915,ELEC,SUNY NEW PALTZ SOUTH LOOP 1,Service building,New Paltz,NY,12561,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.736893,-74.084215,174099,J1772,US,public,,,,,Mid-Hudson,Ulster County,SUNY NEW PALTZ SOUTH LOOP 1,2,1,,,ChargePoint Network
2035,ELEC,TG EV STATIONS LEFT STATION,35 State Route 299,Gardiner,NY,12525,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.74457,-74.11794,175242,J1772,US,public,,,,,Mid-Hudson,Ulster County,TG EV STATIONS LEFT STATION,2,1,,,ChargePoint Network
2077,ELEC,ULSTER COUNTY HEALTH DEPT 2,239 Golden Hill Dr,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.917039,-74.018726,180101,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY HEALTH DEPT 2,2,1,,,ChargePoint Network
2078,ELEC,ULSTER COUNTY HEALTH DEPT 1,239 Golden Hill Dr,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.91707,-74.019002,180102,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY HEALTH DEPT 1,2,1,,,ChargePoint Network
2085,ELEC,SUNY NEW PALTZ ELTING GYM 2,1 Sojourner Way,New Paltz,NY,12561,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.742651,-74.084086,180109,J1772,US,public,,,,,Mid-Hudson,Ulster County,SUNY NEW PALTZ ELTING GYM 2,2,1,,,ChargePoint Network
2121,ELEC,ULSTER COUNTY DSS 2,1 Development Court,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.94795,-73.996324,180145,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY DSS 2,2,1,,,ChargePoint Network
2122,ELEC,ULSTER COUNTY DSS 3,1 Development Court,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.948007,-73.99633,180146,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY DSS 3,2,1,,,ChargePoint Network
2146,ELEC,ULSTER COUNTY UCLEC 2,380 Boulevard,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.913092,-74.01471,180170,J1772,US,public,,,,,Mid-Hudson,Ulster County,ULSTER COUNTY UCLEC 2,2,1,,,ChargePoint Network
2288,ELEC,MINNEWASKA EV 1,5281 US-44,Kerhonkson,NY,12446,E,24 hours daily,,1,,,ChargePoint Network,GPS,41.730037,-74.234883,182282,J1772,US,public,,,,,Mid-Hudson,Ulster County,MINNEWASKA EV 1,1,1,,,ChargePoint Network
2323,ELEC,FARMER'S TPKE GARDINER LOT,"Saddleback Ridge Road, GardinerWallkill Valle",Gardiner,NY,12525,E,Mon 5:00am - 12:00am; Tue 5:00am - 12:00am; Wed 5:00am - 12:00am; Thu 5:00am - 12:00am; Fri 5:00am - 12:00am; Sat 5:00am - 12:00am; Sun 5:00am - 12:00am,,2,,,ChargePoint Network,GPS,41.679073,-74.15251,183363,J1772,US,public,,,,,Mid-Hudson,Ulster County,FARMER'S TPKE GARDINER LOT,2,1,,,ChargePoint Network
2338,ELEC,KINGSTON VW STATION 1,1249 Ulster Ave,Kingston,NY,12401,E,24 hours daily,,2,,,ChargePoint Network,GPS,41.967208,-73.990374,183754,J1772,US,public,,,,,Mid-Hudson,Ulster County,KINGSTON VW STATION 1,2,1,,,ChargePoint Network
129,ELEC,North Creek Heads in Beds,191 Main St,North Creek,NY,12853,E,10am-10pm daily; for guest use only,1,1,,,Non-Networked,200-9,43.69475,-73.985344,88498,J1772 NEMA520,US,public,,,HOTEL,Free,Capital Region,Warren County,North Creek Heads in Beds,1,1,,,Non-Networked
215,ELEC,Aviation Mall - Tesla Supercharger,578 Aviation Road,Queensbury,NY,12804,E,24 hours daily; for Tesla use only,,,8,,Tesla,200-8,43.3284,-73.68,102342,TESLA,US,public,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Capital Region,Warren County,Aviation Mall - Tesla Supercharger,,,8,1,Tesla
238,ELEC,Queensbury Rest Area - Northbound,368 Big Boom Rd,Queensbury,NY,12804,E,24 hours daily,,,2,,Non-Networked,GPS,43.273451,-73.674594,104978,CHADEMO J1772COMBO,US,public,,,TRAVEL_CENTER,Free,Capital Region,Warren County,Queensbury Rest Area - Northbound,,,2,1,Non-Networked
284,ELEC,The Fern Lodge - Tesla Destination,46 Fiddlehead Bay Rd,Chestertown,NY,12817,E,24 hours daily; for customer use only,,2,,,Tesla Destination,200-9,43.625316,-73.850472,114923,TESLA,US,public,,,HOTEL,Free,Capital Region,Warren County,The Fern Lodge - Tesla Destination,2,1,,,Tesla Destination
322,ELEC,Adirondack Mountain Club - Tesla Destination,814 Goggins Rd,Lake George,NY,12845,E,24 hours daily; for customer use only; see front desk for access,,2,,,Tesla Destination,200-8,43.400634,-73.716573,114964,J1772 TESLA,US,public,,,REC_SPORTS_FACILITY,Free,Capital Region,Warren County,Adirondack Mountain Club - Tesla Destination,2,1,,,Tesla Destination
554,ELEC,The Alpine Lodge - Tesla Destination,264 Main St,North Creek,NY,12853,E,24 hours daily; for customer use only; see front desk for access,,2,,,Tesla Destination,200-9,43.700216,-73.986141,115200,TESLA,US,public,,,HOTEL,Free,Capital Region,Warren County,The Alpine Lodge - Tesla Destination,2,1,,,Tesla Destination
568,ELEC,Home 2 Suites Queensbury - Tesla Destination,524 Aviation Rd,Queensbury,NY,12804,E,24 hours daily; for customer use only,,4,,,Tesla Destination,200-9,43.32838,-73.681677,115216,J1772 TESLA,US,public,,,HOTEL,Free,Capital Region,Warren County,Home 2 Suites Queensbury - Tesla Destination,4,1,,,Tesla Destination
669,ELEC,Surfside on the Lake Hotel - Tesla Destination,400 Canada St,Lake George,NY,12845,E,24 hours daily; for customer use only; see front desk for access,,4,,,Tesla Destination,200-9,43.429712,-73.710506,122484,TESLA,US,public,,,,Free,Capital Region,Warren County,Surfside on the Lake Hotel - Tesla Destination,4,1,,,Tesla Destination
670,ELEC,Fort William Henry - Tesla Destination,48 Canada St,Lake George,NY,12845,E,24 hours daily; for customer use only; see front desk for access,,4,,,Tesla Destination,200-9,43.421013,-73.712711,122485,J1772 TESLA,US,public,,,,Free,Capital Region,Warren County,Fort William Henry - Tesla Destination,4,1,,,Tesla Destination
677,ELEC,"Country Inn & Suites by Radisson, Lake George - Tesla Destination",1130 U.S. 9,Queensbury,NY,12804,E,24 hours daily; for customer use only; see front desk for access,,4,,,Tesla Destination,200-9,43.348226,-73.690167,122495,J1772 TESLA,US,public,,,,Free,Capital Region,Warren County,"Country Inn & Suites by Radisson, Lake George - Tesla Destination",4,1,,,Tesla Destination
790,ELEC,NYS ORDA GORE MOUNTAIN,793 Peaceful Valley Rd,North Creek,NY,12853,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.671232,-74.007635,123391,J1772,US,public,,,,,Capital Region,Warren County,NYS ORDA GORE MOUNTAIN,2,1,,,ChargePoint Network
842,ELEC,WARREN TIRE WT QUEENBSURY 1,14 Lafayette Street,Queensbury,NY,12804,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.328762,-73.666275,143390,J1772,US,public,,,,,Capital Region,Warren County,WARREN TIRE WT QUEENBSURY 1,2,1,,,ChargePoint Network
858,ELEC,ERLOWEST ERLOWEST #2,Erlowest,Lake George,NY,12845,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.447598,-73.69586,143591,J1772,US,public,,,,,Capital Region,Warren County,ERLOWEST ERLOWEST #2,2,1,,,ChargePoint Network
970,ELEC,WARRENCOUNTY DPW 5,1380 U.S. 9,Lake George,NY,12845,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.359247,-73.701335,150255,J1772,US,public,,,,,Capital Region,Warren County,WARRENCOUNTY DPW 5,2,1,,,ChargePoint Network
971,ELEC,WARRENCOUNTY DPW 4,1376 U.S. 9,Lake George,NY,12845,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.3592,-73.701305,150256,J1772,US,public,,,,,Capital Region,Warren County,WARRENCOUNTY DPW 4,2,1,,,ChargePoint Network
972,ELEC,WARRENCOUNTY DPW 3,1348 U.S. 9,Lake George,NY,12845,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.359019,-73.701171,150257,J1772,US,public,,,,,Capital Region,Warren County,WARRENCOUNTY DPW 3,2,1,,,ChargePoint Network
973,ELEC,WARRENCOUNTY DPW 2,1344 U.S. 9,Lake George,NY,12845,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.359015,-73.701099,150258,J1772,US,public,,,,,Capital Region,Warren County,WARRENCOUNTY DPW 2,2,1,,,ChargePoint Network
974,ELEC,WARRENCOUNTY DPW 1,1342 U.S. 9,Lake George,NY,12845,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.359015,-73.701072,150259,J1772,US,public,,,,,Capital Region,Warren County,WARRENCOUNTY DPW 1,2,1,,,ChargePoint Network
1061,ELEC,THE SAGAMORE SAGAMORE 1.2,433 Boathouse Ln,Bolton,NY,12814,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.55707,-73.64526,153089,J1772,US,public,,,,,Capital Region,Warren County,THE SAGAMORE SAGAMORE 1.2,2,1,,,ChargePoint Network
1073,ELEC,14 HUDSON 14 HUDSON 1.3,14 Hudson,Glens Falls,NY,12801,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.307865,-73.64547,153507,J1772,US,public,,,,,Capital Region,Warren County,14 HUDSON 14 HUDSON 1.3,2,1,,,ChargePoint Network
1074,ELEC,14 HUDSON 14 HUDSON 1.1,14 Hudson Ave,Glens Falls,NY,12801,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.308037,-73.64537,153509,J1772,US,public,,,,,Capital Region,Warren County,14 HUDSON 14 HUDSON 1.1,2,1,,,ChargePoint Network
1100,ELEC,Stewart's Shops - Tesla Supercharger,6151 NY-8 Chestertown,Chestertown,NY,12817,E,24 hours daily; for Tesla use only,,,6,,Tesla,GPS,43.66446,-73.7865,154440,TESLA,US,public,,,GAS_STATION,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,Capital Region,Warren County,Stewart's Shops - Tesla Supercharger,,,6,1,Tesla
1135,ELEC,The Lodge at Gore Mountain - Becks Tavern,881 Peaceful Valley,North Creek,NY,12853,E,24 hours daily; Also accepts Paypal,,2,,,EV Connect,GPS,43.6863981,-73.9903259,154923,J1772,US,public,,,HOTEL,,Capital Region,Warren County,The Lodge at Gore Mountain - Becks Tavern,2,1,,,EV Connect
1136,ELEC,Adirondack Pub & Brewery,33 Canada St,Lake George,NY,12845,E,24 hours daily; Also accepts Paypal,,4,,,EV Connect,GPS,43.4185749,-73.7138123,155025,J1772,US,public,CREDIT_CARD_ALWAYS,,BREWERY_DISTILLERY_WINERY,,Capital Region,Warren County,Adirondack Pub & Brewery,4,1,,,EV Connect
1138,ELEC,Seeley Office Supply,95 Broad St,Glen Falls,NY,12801,E,24 hours daily; Also accepts Paypal,,2,,,EV Connect,GPS,43.3064897,-73.6538279,155028,J1772,US,public,,,SHOPPING_CENTER,,Capital Region,Warren County,Seeley Office Supply,2,1,,,EV Connect
1156,ELEC,MUNICIPAL EVSE ELM STREET 1,24 Elm St,Glens Falls,NY,12801,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.30942,-73.64629,155242,J1772,US,public,,,,,Capital Region,Warren County,MUNICIPAL EVSE ELM STREET 1,2,1,,,ChargePoint Network
1157,ELEC,MUNICIPAL EVSE ELM STREET LOT,28 Elm St,Glens Falls,NY,12801,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.309433,-73.64638,155243,J1772,US,public,,,,,Capital Region,Warren County,MUNICIPAL EVSE ELM STREET LOT,2,1,,,ChargePoint Network
1158,ELEC,MUNICIPAL EVSE EASTFIELD PARK,175 Dix Ave,Glens Falls,NY,12801,E,24 hours daily,,2,,,ChargePoint Network,GPS,43.31724,-73.62728,155244,J1772,US,public,,,,,Capital Region,Warren County,MUNICIPAL EVSE EASTFIELD PARK,2,1,,,ChargePoint Network
